title,author,genre,url_book,url_image
Квартеронка (English Library),Томас Майн Рід,Художня література,/catalog/zarubizhna-klasyka/kvarteronka-english-library/,https://book-ye.com.ua//upload/resize_cache/iblock/9f7/230_355_1/5a6f38c9_0f01_11e7_80c5_000c29ae1566_eed26181_24cc_11e7_80c5_000c29ae1566.jpg
Людина вечеряє в капцях свого батька,Марко Поґачар,Художня література,/catalog/suchasna-zarubizhna-poeziya/lyudyna-vecheryaye-v-kaptsyakh-svoho-batka/,https://book-ye.com.ua//upload/resize_cache/iblock/523/230_355_1/1cc7001a_0f0b_11e7_80c5_000c29ae1566_86e408a0_b15c_11ea_8138_000c29ae1566.jpg
Суфле,Асли Е. Перкер,Художня література,/catalog/suchasna-zarubizhna-proza/sufle/,https://book-ye.com.ua//upload/iblock/12d/65cb9090_1ac4_11e7_80c5_000c29ae1566_06d89f25_4452_11e7_80c7_000c29ae1566.jpg
Моя Україна,Тимофій Гаврилів,Художня література,/catalog/suchasna-ukrayinska-proza/moya-ukrayina/,https://book-ye.com.ua//upload/resize_cache/iblock/f47/230_355_1/cc57b191_a5e3_11e8_8104_000c29ae1566_3ee9bc75_a873_11e8_8104_000c29ae1566.jpg
Вісники. Історія 2: Новий світ,Сергій Заіка,Художня література,/catalog/fentezi/visnyky-istoriya-2-novyj-svit/,https://book-ye.com.ua//upload/resize_cache/iblock/9f8/230_355_1/2f8249b8_b9b4_11e8_8107_000c29ae1566_2c436843_bd91_11e8_810b_000c29ae1566.jpg
Алім: Кримськотатарська проза українською,Юсуф Болат,Художня література,/catalog/ukrayinska-klasyka/alim-krymskotatarska-proza-ukrayinskoyu/,https://book-ye.com.ua//upload/resize_cache/iblock/27f/230_355_1/ea8bc5a5_0acb_11ea_8123_000c29ae1566_19ae2a89_8021_11eb_814a_0050568ef5e6.jpg
Каїн (Карта світу),Жозе Сарамаго,Художня література,/catalog/zarubizhna-klasyka/kayin-karta-svitu/,https://book-ye.com.ua//upload/resize_cache/iblock/ef1/230_355_1/edbdb1a8_8bb2_11eb_814a_0050568ef5e6_2ce280ea_8bb3_11eb_814a_0050568ef5e6.jpg
Людина і зброя (Класика української літератури),Олесь Гончар,Художня література,/catalog/ukrayinska-klasyka/lyudyna-i-zbroya-klasyka-ukrayinskoyi-literatury/,https://book-ye.com.ua//upload/resize_cache/iblock/fc9/230_355_1/d7f0d631_2ce3_11e8_80ea_000c29ae1566_1d675fa8_a8da_11eb_814a_0050568ef5e6.jpg
Аркадія,Мілета Проданович,Художня література,/catalog/suchasna-zarubizhna-proza/arkadiya/,https://book-ye.com.ua//upload/resize_cache/iblock/f2b/230_355_1/96958c49_80a3_11e6_80c0_000c29ae1566_efb7d0d4_38d5_11e7_80c5_000c29ae1566.jpg
Повісті: Художник. Близнюки. Прогулянка із задоволенням та не без моралі,Тарас Шевченко,Художня література,/catalog/ukrayinska-klasyka/povisti-khudozhnyk-blyznyuky-prohulyanka-iz-zadovolennyam-ta-ne-bez-morali/,https://book-ye.com.ua//upload/resize_cache/iblock/961/230_355_1/2e609fd5_8c93_11e6_80c0_000c29ae1566_1d9d6a72_2b57_11e7_80c5_000c29ae1566.jpg
Михайль Семенко. Вибрані твори (Розстріляне Відродження),Михайль Семенко,Художня література,/catalog/klasychna-ukrayinska-poeziya/mykhajl-semenko-vybrani-tvory-rozstrilyane-vidrodzhennya/,https://book-ye.com.ua//upload/iblock/d3a/a39bd8af_8189_11e6_80c0_000c29ae1566_ffa8891f_3b19_11e7_80c5_000c29ae1566.jpg
"Минають дні, минають ночі...",Борис Фінкельштейн,Художня література,/catalog/suchasna-ukrayinska-proza/mynayut-dni-mynayut-nochi-/,https://book-ye.com.ua//upload/resize_cache/iblock/bc0/230_355_1/7fdf6b8c_cc4f_11e6_80c0_000c29ae1566_063d0937_88b8_11e7_80cf_000c29ae1566.jpg
Бетмен. Книга 8. Надважкий,Скотт Снайдер,Художня література,/catalog/komiksy/betmen-knyha-8-nadvazhkyj/,https://book-ye.com.ua//upload/resize_cache/iblock/c69/230_355_1/c8e3b868_1501_11eb_813d_000c29ae1566_450073f3_1502_11eb_813d_000c29ae1566.jpg
Мікромініатюра: Павло Тичина,Павло Тичина,Художня література,/catalog/klasychna-ukrayinska-poeziya/mikrominiatyura-pavlo-tychyna/,https://book-ye.com.ua//upload/resize_cache/iblock/476/230_355_1/6b10efc1_7d9f_11eb_814a_0050568ef5e6_52a1728f_7da0_11eb_814a_0050568ef5e6.jpg
Хто вбив аятолу Кануні?,Наїрі Нагапетян,Художня література,/catalog/detektyvy/khto-vbyv-ayatolu-kanuni/,https://book-ye.com.ua//upload/resize_cache/iblock/fae/230_355_1/c813d392_9477_11e6_80c0_000c29ae1566_5b836dbc_34d9_11e7_80c5_000c29ae1566.jpg
Вечори на хуторі біля Диканьки. Миргород,Микола Гоголь,Художня література,/catalog/ukrayinska-klasyka/vechory-na-khutori-bilya-dykanky-myrhorod/,https://book-ye.com.ua//upload/resize_cache/iblock/c0e/230_355_1/30c90ab8_8172_11e6_80c0_000c29ae1566_60df3449_2673_11e7_80c5_000c29ae1566.jpg
Тибет на восьмому поверсі,Анатолій Дністровий,Художня література,/catalog/suchasna-ukrayinska-proza/tybet-na-vosmomu-poversi/,https://book-ye.com.ua//upload/resize_cache/iblock/467/230_355_1/52eea9f0_914c_11e6_80c0_000c29ae1566_481cb2b7_898e_11e7_80cf_000c29ae1566.jpg
"Зек, вождь і Гарсіа Лорка",Богдан Мельничук,Художня література,/catalog/suchasna-ukrayinska-proza/zek-vozhd-i-garsia-lorka/,https://book-ye.com.ua//upload/resize_cache/iblock/6a4/230_355_1/af4175b9_c625_11e8_810b_000c29ae1566_f30d3536_cbd4_11e8_810c_000c29ae1566.jpg
Ярославна (Історія України в романах),Валентин Чемерис,Художня література,/catalog/ukrayinska-klasyka/yaroslavna-istoriya-ukrayiny-v-romanakh/,https://book-ye.com.ua//upload/resize_cache/iblock/bb3/230_355_1/9c854125_8af2_11eb_814a_0050568ef5e6_d8d424b7_8af4_11eb_814a_0050568ef5e6.jpg
Гордієві жінки,Жанна Куява,Художня література,/catalog/suchasna-ukrayinska-proza/gordiyevi-zhinky/,https://book-ye.com.ua//upload/resize_cache/iblock/e18/230_355_1/e3686ba6_83d0_11e6_80c0_000c29ae1566_f6526867_1dd8_11e7_80c5_000c29ae1566.jpg
Coma.ua,Тарас Завітайло,Художня література,/catalog/fentezi/coma-ua/,https://book-ye.com.ua//upload/resize_cache/iblock/869/230_355_1/cfa05252_74e0_11e6_80be_000c29ae1566_58ea9cde_36fd_11e7_80c5_000c29ae1566.jpg
"Історії про троянди, дощ і сіль",Дзвінка Матіяш,Художня література,/catalog/suchasna-ukrayinska-proza/istoriyi-pro-troyandy-doshch-i-sil/,https://book-ye.com.ua//upload/iblock/f90/de35c57d_862c_11e6_80c0_000c29ae1566_79d8c796_720f_11e7_80ca_000c29ae1566.jpg
Книгарня «Шок»,Євгенія Кононенко,Художня література,/catalog/suchasna-ukrayinska-proza/knyharnya-shok/,https://book-ye.com.ua//upload/iblock/e36/bc174dc7_86ff_11e6_80c0_000c29ae1566_3a38c46e_8b5c_11e7_80cf_000c29ae1566.jpg
Львів. Львів'янки. Любов,Оксана Думанська,Художня література,/catalog/suchasna-ukrayinska-proza/lviv-lviv-yanky-lyubov/,https://book-ye.com.ua//upload/resize_cache/iblock/21c/230_355_1/57d73a49_8975_11e6_80c0_000c29ae1566_89148435_89c2_11e7_80cf_000c29ae1566.jpg
Польові дослідження з українського сексу (м'яка обкладинка),Оксана Забужко,Художня література,/catalog/suchasna-ukrayinska-proza/polovi-doslidzhennya-z-ukrayinskoho-seksu-m-yaka-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/3d8/230_355_1/75045363_8ec5_11e6_80c0_000c29ae1566_463573c1_8e58_11e7_80cf_000c29ae1566.jpg
Дерево Бодхі,Петро Яценко,Художня література,/catalog/suchasna-ukrayinska-proza/derevo-bodkhi/,https://book-ye.com.ua//upload/resize_cache/iblock/403/230_355_1/20e850b9_3348_11e8_80f0_000c29ae1566_7580d450_3348_11e8_80f0_000c29ae1566.jpeg
Потоптана трава небес,Василь Слапчук,Художня література,/catalog/suchasna-ukrayinska-proza/potoptana-trava-nebes/,https://book-ye.com.ua//upload/resize_cache/iblock/ef9/230_355_1/7bdea437_fc33_11ec_8172_0050568ef5e6_e0c0d6c4_fc36_11ec_8172_0050568ef5e6.jpg
Убивство в Національних зборах,Жан-Луї Дебре,Художня література,/catalog/detektyvy/ubyvstvo-v-natsionalnykh-zborakh/,https://book-ye.com.ua//upload/resize_cache/iblock/202/230_355_1/60b998fe_9448_11e6_80c0_000c29ae1566_ac203bec_34c1_11e7_80c5_000c29ae1566.jpg
Листи з того світу,Сергій Бут,Художня література,/catalog/suchasna-ukrayinska-proza/lysty-z-toho-svitu/,https://book-ye.com.ua//upload/resize_cache/iblock/4c6/230_355_1/4a5ff104_896a_11e6_80c0_000c29ae1566_877959a2_0132_11ea_8123_000c29ae1566.jpg
Жорстокість існування,Галина Пагутяк,Художня література,/catalog/suchasna-ukrayinska-proza/zhorstokist-isnuvannya/,https://book-ye.com.ua//upload/resize_cache/iblock/6bc/230_355_1/abc1b408_bb0a_11e7_80d3_000c29ae1566_de08502a_bb0a_11e7_80d3_000c29ae1566.png
Слово про війну 3 «++»,Василь Піддубний,Художня література,/catalog/suchasna-ukrayinska-proza/slovo-pro-vijnu-3-/,https://book-ye.com.ua//upload/resize_cache/iblock/ab0/230_355_1/2bf8a127_28c8_11eb_8140_000c29ae1566_2916a58b_28c9_11eb_8140_000c29ae1566.jpg
Лист незнайомки (Скарби),Стефан Цвейг,Художня література,/catalog/zarubizhna-klasyka/lyst-neznajomky-skarby/,https://book-ye.com.ua//upload/resize_cache/iblock/d5a/230_355_1/1cc70003_0f0b_11e7_80c5_000c29ae1566_9e87d6f5_25ca_11e7_80c5_000c29ae1566.jpg
Аеропорт (роман),Сергій Лойко,Художня література,/catalog/suchasna-ukrayinska-proza/aeroport-roman/,https://book-ye.com.ua//upload/iblock/bb0/073844ab_800b_11e6_80c0_000c29ae1566_290bc50c_38c5_11e7_80c5_000c29ae1566.jpg
Піщана ріка,Галина Логінова,Художня література,/catalog/suchasna-ukrayinska-proza/pishchana-rika/,https://book-ye.com.ua//upload/resize_cache/iblock/37b/230_355_1/2e609f98_8c93_11e6_80c0_000c29ae1566_b122d7dc_8f04_11e7_80cf_000c29ae1566.jpg
Щоденник страченої,Марія Матіос,Художня література,/catalog/suchasna-ukrayinska-proza/shchodennyk-strachenoyi/,https://book-ye.com.ua//upload/resize_cache/iblock/cd2/230_355_1/d7d756cb_952c_11e6_80c0_000c29ae1566_f9a27f97_3ec1_11e7_80c5_000c29ae1566.jpg
З історії незакінченої війни,Юрій Шерех (Шевельов),Художня література,/catalog/istorychna-publitsystyka/z-istoriyi-nezakinchenoyi-vijny/,https://book-ye.com.ua//upload/resize_cache/iblock/5d8/230_355_1/064eb6fb_cc2d_11e6_80c0_000c29ae1566_d653835e_8270_11eb_814a_0050568ef5e6.jpg
Антологія українського анекдота. Жезлом по бамперу,Олексій Кононенко,Художня література,/catalog/korotki-istoriyi/antolohiya-ukrayinskoho-anekdota-zhezlom-po-bamperu/,https://book-ye.com.ua//upload/resize_cache/iblock/4aa/230_355_1/1dc714bf_88bf_11eb_814a_0050568ef5e6_928c0f10_88bf_11eb_814a_0050568ef5e6.jpg
Дві обручки,Ніна Фіалко,Художня література,/catalog/suchasna-ukrayinska-proza/dvi-obruchky/,https://book-ye.com.ua//upload/iblock/bd8/da58b738_83fa_11e6_80c0_000c29ae1566_772501a7_31be_11e7_80c5_000c29ae1566.jpg
"Кухлик молока, або «Всі жінки – відьми»",Юлія Гетьман,Художня література,/catalog/suchasna-ukrayinska-proza/kukhlyk-moloka-abo-vsi-zhinky-vidmy/,https://book-ye.com.ua//upload/resize_cache/iblock/7cf/230_355_1/5a6f38fa_0f01_11e7_80c5_000c29ae1566_41156ded_8a3a_11e7_80cf_000c29ae1566.png
Трохи пітьми,Любко Дереш,Художня література,/catalog/suchasna-ukrayinska-proza/trokhy-pitmy/,https://book-ye.com.ua//upload/resize_cache/iblock/05b/230_355_1/60b998bb_9448_11e6_80c0_000c29ae1566_26e070dc_88e6_11e7_80cf_000c29ae1566.jpg
Потоп,Жан Марі Гюстав Ле Клезіо,Художня література,/catalog/zarubizhna-klasyka/potop/,https://book-ye.com.ua//upload/resize_cache/iblock/8d8/230_355_1/88a53789_334d_11e8_80f0_000c29ae1566_30a8685d_334e_11e8_80f0_000c29ae1566.jpeg
Щоденник мавки,Дара Корній,Художня література,/catalog/suchasna-ukrayinska-proza/shchodennyk-mavky/,https://book-ye.com.ua//upload/resize_cache/iblock/717/230_355_1/d7d756c5_952c_11e6_80c0_000c29ae1566_695264f2_22a7_11e7_80c5_000c29ae1566.jpg
Золотий Лев (Світовид),Юліан Опільський,Художня література,/catalog/proza-dlya-pidlitkiv/zolotyj-lev-svitovyd/,https://book-ye.com.ua//upload/resize_cache/iblock/631/230_355_1/97697f6b_8a9e_11e8_8100_000c29ae1566_b9ee8836_4e21_11ed_8175_0050568ef5e6.jpg
Хоп,Брати Прудченки,Художня література,/catalog/detektyvy/khop/,https://book-ye.com.ua//upload/resize_cache/iblock/477/230_355_1/a5dff80c_fa71_11eb_8150_0050568ef5e6_570cd39c_fa72_11eb_8150_0050568ef5e6.jpg
Жидівський король,Олександр Авербух,Художня література,/catalog/suchasna-ukrayinska-poeziya/zhydivskyj-korol/,https://book-ye.com.ua//upload/resize_cache/iblock/334/230_355_1/d7599ee5_4560_11ed_8175_0050568ef5e6_82aed2df_4574_11ed_8175_0050568ef5e6.jpg
Хлопець із пекла,Аркадій і Борис Стругацькі,Художня література,/catalog/fantastyka/khlopets-iz-pekla/,https://book-ye.com.ua//upload/iblock/d3c/c813d35c_9477_11e6_80c0_000c29ae1566_3600b7e4_3a2f_11e7_80c5_000c29ae1566.jpg
"Цілую твої сідниці, улюблений Керманичу!",Данієль Бенулеску,Художня література,/catalog/suchasna-zarubizhna-proza/tsiluyu-tvoyi-sidnytsi-ulyublenyj-kermanychu/,https://book-ye.com.ua//upload/resize_cache/iblock/c46/230_355_1/fe1ca93e_8122_11e9_8112_000c29ae1566_b67b1b00_8123_11e9_8112_000c29ae1566.jpg
Життя попереду,Ромен Ґарі (Еміль Ажар),Художня література,/catalog/zarubizhna-klasyka/zhyttya-poperedu/,https://book-ye.com.ua//upload/iblock/b7f/5ab32bd8_8558_11e6_80c0_000c29ae1566_3fcd4142_2359_11e7_80c5_000c29ae1566.jpg
Соляріс (Горизонти фантастики: диван),Станіслав Лем,Художня література,/catalog/kosmichna-fantastyka/solyaris-goryzonty-fantastyky-dyvan/,https://book-ye.com.ua//upload/iblock/9e2/65cb9080_1ac4_11e7_80c5_000c29ae1566_c8eb176e_420f_11e7_80c7_000c29ae1566.jpg
Знаки і знади,,Художня література,/catalog/suchasna-ukrayinska-poeziya/znaky-i-znady/,https://book-ye.com.ua//upload/resize_cache/iblock/250/230_355_1/8c05ecc8_cb44_11e8_810b_000c29ae1566_25b94592_cb45_11e8_810b_000c29ae1566.jpg
Три перстені,Данило Ільницький,Художня література,/catalog/klasychna-ukrayinska-poeziya/try-persteni/,https://book-ye.com.ua//upload/resize_cache/iblock/436/230_355_1/52eeaa46_914c_11e6_80c0_000c29ae1566_0cb6e08b_3bd0_11e7_80c5_000c29ae1566.jpg
Оповідання з другої кишені (Скарби),Карел Чапек,Художня література,/catalog/zarubizhna-klasyka/opovidannya-z-druhoyi-kysheni-skarby/,https://book-ye.com.ua//upload/resize_cache/iblock/143/230_355_1/99733b92_90c6_11e7_80cf_000c29ae1566_42341423_a22a_11e7_80d1_000c29ae1566.jpg
Саркофаг,Андрій Данкович,Художня література,/catalog/komiksy/sarkofah/,https://book-ye.com.ua//upload/resize_cache/iblock/ba6/230_355_1/4117d5fc_7b51_11ea_812f_000c29ae1566_d2035ce5_7d80_11ea_812f_000c29ae1566.jpg
Жінка (Карта світу),Петер Естерхазі,Художня література,/catalog/suchasna-zarubizhna-proza/zhinka-karta-svitu/,https://book-ye.com.ua//upload/resize_cache/iblock/c59/230_355_1/5d50ce0a_92d6_11eb_814a_0050568ef5e6_c0588a47_92d7_11eb_814a_0050568ef5e6.jpg
Гніздо горлиці,Леся Олендій,Художня література,/catalog/suchasna-ukrayinska-proza/gnizdo-horlytsi/,https://book-ye.com.ua//upload/resize_cache/iblock/ca9/230_355_1/105a6624_fe90_11e6_80c5_000c29ae1566_4d86767d_1dcf_11e7_80c5_000c29ae1566.jpg
Маніфест Альфа / Manifest Alpha,Альфред Ґонґ,Художня література,/catalog/klasychna-zarubizhna-poeziya/manifest-alfa-manifest-alpha/,https://book-ye.com.ua//upload/resize_cache/iblock/20a/230_355_1/0a3e3db5_8a11_11e6_80c0_000c29ae1566_75a11434_b0b2_11ea_8138_000c29ae1566.jpg
"Хай живе вареник! Гуморески, жарти, усмішки, вірші",Катерина Василенко,Художня література,/catalog/suchasna-ukrayinska-poeziya/khaj-zhyve-varenyk-gumoresky-zharty-usmishky-virshi/,https://book-ye.com.ua//upload/resize_cache/iblock/1a6/230_355_1/4cb78ab0_8bad_11ea_8132_000c29ae1566_797a1671_8bb1_11ea_8132_000c29ae1566.jpg
Дієґо і Фріда (Карта світу),Жан Марі Гюстав Ле Клезіо,Художня література,/catalog/suchasna-zarubizhna-proza/diyego-i-frida-karta-svitu/,https://book-ye.com.ua//upload/resize_cache/iblock/1a7/230_355_1/d8a3c5ce_9168_11eb_814a_0050568ef5e6_64c6c28b_9169_11eb_814a_0050568ef5e6.jpg
Тінь сови. Роман,Василь Шкляр,Художня література,/catalog/suchasna-ukrayinska-proza/tin-sovy-roman/,https://book-ye.com.ua//upload/resize_cache/iblock/f0e/230_355_1/52eeaa0e_914c_11e6_80c0_000c29ae1566_ca6aa85f_8985_11e7_80cf_000c29ae1566.jpg
Маленькі подорожі Великим Китаєм,Вікторія Пономарьова,Художня література,/catalog/suchasna-ukrayinska-proza/malenki-podorozhi-velykym-kytayem/,https://book-ye.com.ua//upload/resize_cache/iblock/c08/230_355_1/0a3e3da0_8a11_11e6_80c0_000c29ae1566_289e7393_896e_11e7_80cf_000c29ae1566.png
Чорний Місяць. Книга 2,Микола Хомич,Художня література,/catalog/suchasna-ukrayinska-proza/chornyj-misyats-knyha-2/,https://book-ye.com.ua//upload/resize_cache/iblock/8a8/230_355_1/69c77e4e_d87c_11e8_810c_000c29ae1566_6791be38_a863_11ed_817c_0050568ef5e6.jpg
Порушник праху,Вільям Фолкнер,Художня література,/catalog/zarubizhna-klasyka/porushnyk-prakhu/,https://book-ye.com.ua//upload/resize_cache/iblock/006/230_355_1/1ec105ca_3e0c_11eb_8142_000c29ae1566_a8207bf0_4063_11eb_8142_000c29ae1566.jpg
Тигролови. Огненне коло,Іван Багряний,Художня література,/catalog/ukrayinska-klasyka/tyhrolovy-ohnenne-kolo/,https://book-ye.com.ua//upload/resize_cache/iblock/2a3/230_355_1/52eea9f3_914c_11e6_80c0_000c29ae1566_243c0f25_2dab_11e7_80c5_000c29ae1566.jpg
"Рукопис, знайдений в Аккрі",Пауло Коельйо,Художня література,/catalog/suchasna-zarubizhna-proza/rukopys-znajdenyj-v-akkri/,https://book-ye.com.ua//upload/resize_cache/iblock/133/230_355_1/7fbb3a01_8f94_11e6_80c0_000c29ae1566_fbbe7b1c_33e8_11e7_80c5_000c29ae1566.jpg
Вічний Іван. Шпаргалка Езопа,Віктор Міняйло,Художня література,/catalog/ukrayinska-klasyka/vichnyj-ivan-shparhalka-ezopa/,https://book-ye.com.ua//upload/iblock/1f5/7dcde91c_819f_11e6_80c0_000c29ae1566_c46dd259_267a_11e7_80c5_000c29ae1566.jpg
«А скрипка закохалась в перший сніг...»,Костянтин Мордатенко,Художня література,/catalog/suchasna-ukrayinska-poeziya/a-skrypka-zakokhalas-v-pershyj-snih-/,https://book-ye.com.ua//upload/resize_cache/iblock/fc7/230_355_1/c36e76fc_5f24_11eb_8146_000c29ae1566_33b3e413_5f25_11eb_8146_000c29ae1566.jpg
Бо кохаю...,Анна Пахомова,Художня література,/catalog/lyubovni-romany/bo-kokhayu-/,https://book-ye.com.ua//upload/resize_cache/iblock/27b/230_355_1/dac07c68_c225_11eb_814a_0050568ef5e6_0f638b0d_c228_11eb_814a_0050568ef5e6.jpg
Воїни Карла ХІІ,Вернер фон Гейденстам,Художня література,/catalog/zarubizhna-klasyka/voyiny-karla-khii/,https://book-ye.com.ua//upload/resize_cache/iblock/06c/230_355_1/7dcde950_819f_11e6_80c0_000c29ae1566_c5d36b6d_20fa_11e7_80c5_000c29ae1566.png
Соломонові копальні (English Library),Генрі Райдер Гаґґард,Художня література,/catalog/zarubizhna-klasyka/solomonovi-kopalni-english-library/,https://book-ye.com.ua//upload/resize_cache/iblock/ef0/230_355_1/65cb907e_1ac4_11e7_80c5_000c29ae1566_6843361e_420a_11e7_80c7_000c29ae1566.jpg
Симон (м'яка обкладинка),Наріне Абґарян,Художня література,/catalog/suchasna-zarubizhna-proza/symon-m-yaka-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/f76/230_355_1/b2ff9a1c_9767_11eb_814a_0050568ef5e6_0dedb7f8_976a_11eb_814a_0050568ef5e6.jpg
Безумці: 3 історії кохання Михайла Коцюбинського та Олександри Аплаксіної,Барбара Редінґ,Художня література,/catalog/suchasna-ukrayinska-proza/bezumtsi-3-istoriyi-kokhannya-mykhajla-kotsyubynskoho-ta-oleksandry-aplaksinoyi/,https://book-ye.com.ua//upload/resize_cache/iblock/9e3/230_355_1/98d4025b_80b2_11e6_80c0_000c29ae1566_27821550_397b_11e7_80c5_000c29ae1566.png
Перелюбники,Віда Огнєнович,Художня література,/catalog/suchasna-zarubizhna-proza/perelyubnyky/,https://book-ye.com.ua//upload/resize_cache/iblock/4d2/230_355_1/fc21cbbd_8c7b_11e6_80c0_000c29ae1566_b1cc3a82_325d_11e7_80c5_000c29ae1566.jpg
Поклик янгола,Ґійом Мюссо,Художня література,/catalog/suchasna-zarubizhna-proza/poklyk-yanhola/,https://book-ye.com.ua//upload/resize_cache/iblock/d73/230_355_1/055b4435_8ca0_11e6_80c0_000c29ae1566_44c1dd3e_327b_11e7_80c5_000c29ae1566.jpg
Three Men on the Bummel = Троє на бумелі (Білінгва),Джером К. Джером,Художня література,/catalog/klasyka/three-men-on-the-bummel-troye-na-bumeli-bilinhva/,https://book-ye.com.ua//upload/resize_cache/iblock/886/230_355_1/859d09b1_563d_11eb_8144_000c29ae1566_0256bf74_563f_11eb_8144_000c29ae1566.jpg
"Мікромініатюра: Рух життя, або Динамо",Лесь Подерв'янський,Художня література,/catalog/ukrayinska-dramaturhiya/mikrominiatyura-rukh-zhyttya-abo-dynamo/,https://book-ye.com.ua//upload/resize_cache/iblock/a4e/230_355_1/b8b645a8_8bec_11eb_814a_0050568ef5e6_46e7d0b1_8bef_11eb_814a_0050568ef5e6.jpg
Мердивен: Кримськотатарська проза українською,Шаміль Алядін,Художня література,/catalog/ukrayinska-klasyka/merdyven-krymskotatarska-proza-ukrayinskoyu/,https://book-ye.com.ua//upload/resize_cache/iblock/fa5/230_355_1/3679f6ff_0abe_11ea_8123_000c29ae1566_76c08275_801f_11eb_814a_0050568ef5e6.jpg
2061: третя одіссея. Книга 3,Артур Кларк,Художня література,/catalog/kosmichna-fantastyka/2061-tretya-odisseya-knyha-3/,https://book-ye.com.ua//upload/resize_cache/iblock/ff6/230_355_1/fe835231_6c82_11eb_8148_000c29ae1566_b4947ccf_6c84_11eb_8148_000c29ae1566.jpg
Давня українська література: Велесова книга. Галицько-волинський літопис. Повість минулих літ,,Художня література,/catalog/ukrayinska-klasyka/davnya-ukrayinska-literatura-velesova-knyha-galytsko-volynskyj-litopys-povist-mynulykh-lit/,https://book-ye.com.ua//upload/resize_cache/iblock/7aa/230_355_1/d70c4fab_ce80_11eb_814e_0050568ef5e6_cc84ac10_ce81_11eb_814e_0050568ef5e6.jpg
Листя землі. Книга 1,Володимир Дрозд,Художня література,/catalog/ukrayinska-klasyka/lystya-zemli-knyha-1/,https://book-ye.com.ua//upload/resize_cache/iblock/1fe/230_355_1/4a5ff108_896a_11e6_80c0_000c29ae1566_120da974_28c0_11e7_80c5_000c29ae1566.jpg
Експрес-наречений,Василь Кузан,Художня література,/catalog/suchasna-ukrayinska-proza/ekspres-narechenyj/,https://book-ye.com.ua//upload/resize_cache/iblock/1e4/230_355_1/cdf05be0_fe96_11e6_80c5_000c29ae1566_0a4e5328_6f3a_11e7_80ca_000c29ae1566.jpg
Північний вітер,Даніель Ґлаттауер,Художня література,/catalog/suchasna-zarubizhna-proza/pivnichnyj-viter/,https://book-ye.com.ua//upload/resize_cache/iblock/cdd/230_355_1/6bf0645f_84c3_11e7_80cf_000c29ae1566_4900561f_8afe_11e7_80cf_000c29ae1566.jpg
QR Book: Поросяча етика. Оповідання,О. Генрі,Художня література,/catalog/zarubizhna-klasyka/qr-book-porosyacha-etyka-opovidannya/,https://book-ye.com.ua//upload/resize_cache/iblock/75f/230_355_1/8d322df8_2308_11ea_8126_000c29ae1566_cc241417_2308_11ea_8126_000c29ae1566.jpg
Притулок часу / Zeitgehöft,Пауль Целан,Художня література,/catalog/klasychna-zarubizhna-poeziya/prytulok-chasu-zeitgeh-ft/,https://book-ye.com.ua//upload/resize_cache/iblock/3d9/230_355_1/2457ddb8_04c5_11eb_813d_000c29ae1566_d2623e15_07e3_11eb_813d_000c29ae1566.jpg
Азартні ігри з долею,Іво Брешан,Художня література,/catalog/suchasna-zarubizhna-proza/azartni-ihry-z-doleyu/,https://book-ye.com.ua//upload/resize_cache/iblock/9ce/230_355_1/34a94b41_316c_11e7_80c5_000c29ae1566_9eb14dea_316c_11e7_80c5_000c29ae1566.png
Переказки,Володимир Діброва,Художня література,/catalog/suchasna-ukrayinska-proza/perekazky/,https://book-ye.com.ua//upload/resize_cache/iblock/b83/230_355_1/fc21cbb6_8c7b_11e6_80c0_000c29ae1566_ba91619d_7424_11ea_812d_000c29ae1566.jpg
Улюблена пісня космополіта,Андрій Курков,Художня література,/catalog/suchasna-ukrayinska-proza/ulyublena-pisnya-kosmopolita/,https://book-ye.com.ua//upload/iblock/316/3fc4d2af_9451_11e6_80c0_000c29ae1566_f47dfcd8_71ef_11e7_80ca_000c29ae1566.jpg
Зілля,Оксана Драчковська,Художня література,/catalog/suchasna-ukrayinska-proza/zillya/,https://book-ye.com.ua//upload/resize_cache/iblock/471/230_355_1/1c5b42e2_858d_11e6_80c0_000c29ae1566_4020c8a3_8c1a_11e7_80cf_000c29ae1566.jpg
Куди подіти святого,Соломія Зеленська,Художня література,/catalog/suchasna-ukrayinska-proza/kudy-podity-svyatoho/,https://book-ye.com.ua//upload/resize_cache/iblock/d22/230_355_1/e253952e_cf94_11e8_810c_000c29ae1566_67926789_cf96_11e8_810c_000c29ae1566.jpg
ЛСД. Ліцей Слухняних Дружин,Ірен Роздобудько,Художня література,/catalog/suchasna-ukrayinska-proza/lsd-litsej-slukhnyanykh-druzhyn/,https://book-ye.com.ua//upload/iblock/956/4a5ff13d_896a_11e6_80c0_000c29ae1566_371afba5_8a2a_11e7_80cf_000c29ae1566.jpg
Острів Хо,Анатолій Сахно,Художня література,/catalog/suchasna-ukrayinska-proza/ostriv-kho/,https://book-ye.com.ua//upload/resize_cache/iblock/081/230_355_1/aeb30933_be33_11e7_80d3_000c29ae1566_0fa16229_be34_11e7_80d3_000c29ae1566.jpg
